1,2000,12,1,0.001,16
1,2000,12,1,0.001,19
1,2000,12,1,0.001,21
1,2000,12,1,0.001,25
1,2000,12,1,0.001,23
1,2000,12,1,0.001,16
1,2000,12,1,0.001,20
1,2000,12,1,0.001,16
1,2000,12,1,0.001,19
1,2000,12,1,0.001,19
1,2000,12,1,0.001,16
1,2000,12,1,0.001,19
1,2000,12,1,0.001,27
1,2000,12,1,0.001,20
1,2000,12,1,0.001,17
1,2000,12,1,0.001,15
1,2000,12,1,0.001,17
1,2000,12,1,0.001,18
1,2000,12,1,0.001,17
1,2000,12,1,0.001,20
1,2000,12,1,0.001,16
1,2000,12,1,0.001,14
1,2000,12,1,0.001,28
1,2000,12,1,0.001,27
1,2000,12,1,0.001,27
1,2000,12,1,0.001,30
1,2000,12,1,0.001,16
1,2000,12,1,0.001,21
1,2000,12,1,0.001,20
1,2000,12,1,0.001,17
1,2000,12,1,0.001,20
1,2000,12,1,0.001,18
1,2000,12,1,0.001,27
1,2000,12,1,0.001,20
1,2000,12,1,0.001,15
1,2000,12,1,0.001,22
1,2000,12,1,0.001,20
1,2000,12,1,0.001,21
1,2000,12,1,0.001,20
1,2000,12,1,0.001,23
1,2000,12,1,0.001,20
1,2000,12,1,0.001,23
1,2000,12,1,0.001,13
1,2000,12,1,0.001,23
1,2000,12,1,0.001,19
1,2000,12,1,0.001,22
1,2000,12,1,0.001,19
1,2000,12,1,0.001,17
1,2000,12,1,0.001,18
1,2000,12,1,0.001,20
1,2000,12,1,0.001,13
1,2000,12,1,0.001,20
1,2000,12,1,0.001,17
1,2000,12,1,0.001,15
1,2000,12,1,0.001,14
1,2000,12,1,0.001,26
1,2000,12,1,0.001,25
1,2000,12,1,0.001,14
1,2000,12,1,0.001,26
1,2000,12,1,0.001,19
1,2000,12,1,0.001,20
1,2000,12,1,0.001,25
1,2000,12,1,0.001,22
1,2000,12,1,0.001,21
1,2000,12,1,0.001,25
1,2000,12,1,0.001,13
1,2000,12,1,0.001,22
1,2000,12,1,0.001,19
1,2000,12,1,0.001,21
1,2000,12,1,0.001,32
1,2000,12,1,0.001,17
1,2000,12,1,0.001,15
1,2000,12,1,0.001,21
1,2000,12,1,0.001,13
1,2000,12,1,0.001,17
