1,1,0.001,13
1,1,0.001,16
1,1,0.001,13
1,1,0.001,14
1,1,0.001,14
1,1,0.001,13
1,1,0.001,14
1,1,0.001,15
1,1,0.001,11
1,1,0.001,11
1,1,0.001,12
1,1,0.001,13
1,1,0.001,12
1,1,0.001,12
1,1,0.001,11
1,1,0.001,14
1,1,0.001,13
1,1,0.001,12
1,1,0.001,16
1,1,0.001,13
1,1,0.0012589254117941675,12
1,1,0.0012589254117941675,11
1,1,0.0012589254117941675,16
1,1,0.0012589254117941675,15
1,1,0.0012589254117941675,14
1,1,0.0012589254117941675,12
1,1,0.0012589254117941675,10
1,1,0.0012589254117941675,9
1,1,0.0012589254117941675,9
1,1,0.0012589254117941675,12
1,1,0.0012589254117941675,13
1,1,0.0012589254117941675,12
1,1,0.0012589254117941675,14
1,1,0.0012589254117941675,11
1,1,0.0012589254117941675,11
1,1,0.0012589254117941675,10
1,1,0.0012589254117941675,11
1,1,0.0012589254117941675,12
1,1,0.0012589254117941675,11
1,1,0.0012589254117941675,12
1,1,0.001584893192461114,12
1,1,0.001584893192461114,13
1,1,0.001584893192461114,8
1,1,0.001584893192461114,12
1,1,0.001584893192461114,10
1,1,0.001584893192461114,12
1,1,0.001584893192461114,10
1,1,0.001584893192461114,12
1,1,0.001584893192461114,10
1,1,0.001584893192461114,12
1,1,0.001584893192461114,10
1,1,0.001584893192461114,12
1,1,0.001584893192461114,12
1,1,0.001584893192461114,10
1,1,0.001584893192461114,11
1,1,0.001584893192461114,11
1,1,0.001584893192461114,10
1,1,0.001584893192461114,11
1,1,0.001584893192461114,10
1,1,0.001584893192461114,9
1,1,0.001995262314968879,8
1,1,0.001995262314968879,9
1,1,0.001995262314968879,9
1,1,0.001995262314968879,7
1,1,0.001995262314968879,9
1,1,0.001995262314968879,9
1,1,0.001995262314968879,9
1,1,0.001995262314968879,8
1,1,0.001995262314968879,9
1,1,0.001995262314968879,8
1,1,0.001995262314968879,10
1,1,0.001995262314968879,9
1,1,0.001995262314968879,10
1,1,0.001995262314968879,8
1,1,0.001995262314968879,10
1,1,0.001995262314968879,10
1,1,0.001995262314968879,12
1,1,0.001995262314968879,8
1,1,0.001995262314968879,9
1,1,0.001995262314968879,8
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,11
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,10
1,1,0.0025118864315095794,10
1,1,0.0025118864315095794,8
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,9
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,7
1,1,0.0025118864315095794,10
1,1,0.0025118864315095794,8
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,6
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,8
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,6
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,6
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,9
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,8
1,1,0.0031622776601683794,8
1,1,0.0031622776601683794,7
1,1,0.0031622776601683794,7
1,1,0.003981071705534973,6
1,1,0.003981071705534973,9
1,1,0.003981071705534973,8
1,1,0.003981071705534973,7
1,1,0.003981071705534973,7
1,1,0.003981071705534973,7
1,1,0.003981071705534973,5
1,1,0.003981071705534973,6
1,1,0.003981071705534973,6
1,1,0.003981071705534973,7
1,1,0.003981071705534973,6
1,1,0.003981071705534973,7
1,1,0.003981071705534973,6
1,1,0.003981071705534973,6
1,1,0.003981071705534973,6
1,1,0.003981071705534973,6
1,1,0.003981071705534973,6
1,1,0.003981071705534973,7
1,1,0.003981071705534973,7
1,1,0.003981071705534973,6
1,1,0.005011872336272725,5
1,1,0.005011872336272725,6
